Season,Injury,From,Until,Days,GamesMissed,Player,PlayerID,Weeks
24/25,Muscle injury,2024-08-10,2024-08-23,13.0,1,Tariq Lamptey,504148,1.9
23/24,Muscle injury,2024-04-08,2024-05-08,30.0,4,Tariq Lamptey,504148,4.3
23/24,Muscle injury,2024-02-27,2024-03-01,3.0,1,Tariq Lamptey,504148,0.4
23/24,unknown injury,2023-11-25,2024-01-07,43.0,11,Tariq Lamptey,504148,6.1
23/24,Muscle injury,2023-10-06,2023-11-15,40.0,9,Tariq Lamptey,504148,5.7
22/23,Knee injury,2023-03-05,2023-06-30,117.0,20,Tariq Lamptey,504148,16.7
21/22,Knee injury,2022-04-21,2022-04-29,8.0,1,Tariq Lamptey,504148,1.1
20/21,Hamstring injury,2021-03-06,2021-09-18,196.0,27,Tariq Lamptey,504148,28.0
20/21,Rest,2021-02-26,2021-02-28,2.0,1,Tariq Lamptey,504148,0.3
20/21,Hamstring injury,2020-12-16,2021-02-24,70.0,16,Tariq Lamptey,504148,10.0
20/21,Hamstring strain,2020-12-08,2020-12-15,7.0,1,Tariq Lamptey,504148,1.0
24/25,Chest injury,2025-02-08,2025-03-29,49.0,8,Lewis Dunk,148153,7.0
24/25,Calf problems,2025-01-03,2025-01-14,11.0,2,Lewis Dunk,148153,1.6
21/22,Knee injury,2021-12-01,2022-01-22,52.0,9,Lewis Dunk,148153,7.4
18/19,Knock,2019-02-10,2019-02-25,15.0,1,Lewis Dunk,148153,2.1
18/19,Ankle injury,2018-08-20,2018-08-31,11.0,2,Lewis Dunk,148153,1.6
24/25,Muscle injury,2025-01-24,2025-02-22,29.0,5,Pervis Estupiñán,349599,4.1
24/25,Ankle injury,2024-04-14,2024-08-31,139.0,17,Pervis Estupiñán,349599,19.9
23/24,Muscle injury,2023-11-09,2023-12-27,48.0,12,Pervis Estupiñán,349599,6.9
23/24,Muscle injury,2023-09-30,2023-11-08,39.0,9,Pervis Estupiñán,349599,5.6
22/23,muscular problems,2023-02-19,2023-03-01,10.0,1,Pervis Estupiñán,349599,1.4
20/21,Muscle injury,2021-03-26,2021-04-22,27.0,7,Pervis Estupiñán,349599,3.9
20/21,Muscle injury,2020-12-14,2020-12-17,3.0,1,Pervis Estupiñán,349599,0.4
20/21,Muscle injury,2020-10-14,2020-10-31,17.0,4,Pervis Estupiñán,349599,2.4
18/19,Inner ligament injury,2019-04-01,2019-05-18,47.0,6,Pervis Estupiñán,349599,6.7
18/19,Pneumothorax,2018-10-28,2018-11-26,29.0,7,Pervis Estupiñán,349599,4.1
17/18,Muscle injury,2017-12-23,2018-02-01,40.0,4,Pervis Estupiñán,349599,5.7
17/18,Hamstring injury,2017-11-08,2017-12-06,28.0,4,Pervis Estupiñán,349599,4.0
24/25,Foot injury,2025-02-17,2025-04-21,63.0,10,Joel Veltman,111195,9.0
24/25,unknown injury,2024-11-25,2024-12-17,22.0,4,Joel Veltman,111195,3.1
24/25,Ill,2024-09-27,2024-09-30,3.0,1,Joel Veltman,111195,0.4
23/24,Knock,2024-05-11,2024-05-21,10.0,3,Joel Veltman,111195,1.4
23/24,Knee injury,2023-12-17,2024-02-05,50.0,9,Joel Veltman,111195,7.1
21/22,Ankle injury,2021-12-15,2021-12-28,13.0,2,Joel Veltman,111195,1.9
21/22,Corona virus,2021-08-14,2021-08-27,13.0,3,Joel Veltman,111195,1.9
20/21,Knock,2021-02-02,2021-02-05,3.0,1,Joel Veltman,111195,0.4
19/20,Knee surgery,2020-02-02,2020-05-31,119.0,10,Joel Veltman,111195,17.0
19/20,Muscle injury,2019-11-22,2019-11-29,7.0,2,Joel Veltman,111195,1.0
17/18,Cruciate ligament tear,2018-04-20,2019-02-01,287.0,45,Joel Veltman,111195,41.0
17/18,Rest,2017-10-25,2017-10-25,0.0,1,Joel Veltman,111195,0.0
16/17,Ill,2017-02-15,2017-02-17,2.0,1,Joel Veltman,111195,0.3
16/17,Rest,2016-10-26,2016-10-26,0.0,1,Joel Veltman,111195,0.0
16/17,Rest,2016-09-21,2016-09-21,0.0,1,Joel Veltman,111195,0.0
24/25,Thigh problems,2024-10-01,2025-05-25,236.0,37,James Milner,3333,33.7
24/25,Hamstring injury,2024-08-31,2024-09-14,14.0,2,James Milner,3333,2.0
23/24,Muscle injury,2024-01-31,2024-06-12,133.0,19,James Milner,3333,19.0
23/24,Muscle injury,2023-09-20,2023-10-15,25.0,6,James Milner,3333,3.6
22/23,Hamstring injury,2022-12-22,2023-01-14,23.0,6,James Milner,3333,3.3
22/23,concussion,2022-11-01,2022-11-11,10.0,3,James Milner,3333,1.4
21/22,Hamstring injury,2021-10-24,2021-11-22,29.0,6,James Milner,3333,4.1
21/22,Muscle injury,2021-08-15,2021-09-08,24.0,2,James Milner,3333,3.4
20/21,unknown injury,2021-05-02,2021-05-17,15.0,3,James Milner,3333,2.1
20/21,Hamstring injury,2020-11-28,2020-12-26,28.0,7,James Milner,3333,4.0
20/21,Calf injury,2020-09-21,2020-09-27,6.0,1,James Milner,3333,0.9
20/21,Hamstring strain,2020-07-09,2020-07-21,12.0,2,James Milner,3333,1.7
19/20,Hamstring injury,2020-06-22,2020-06-30,8.0,1,James Milner,3333,1.1
19/20,Hamstring injury,2020-02-19,2020-03-02,12.0,2,James Milner,3333,1.7
19/20,Hip injury,2020-01-06,2020-02-14,39.0,7,James Milner,3333,5.6
24/25,Knee surgery,2025-05-02,2025-09-13,134.0,9,Solly March,209212,19.1
24/25,Muscle injury,2025-03-14,2025-03-29,15.0,2,Solly March,209212,2.1
24/25,Muscle injury,2025-01-24,2025-02-22,29.0,5,Solly March,209212,4.1
23/24,Knee injury,2023-10-21,2024-12-23,429.0,59,Solly March,209212,61.3
22/23,Hamstring injury,2023-05-12,2023-06-12,31.0,5,Solly March,209212,4.4
21/22,Hamstring injury,2021-08-28,2021-09-10,13.0,1,Solly March,209212,1.9
20/21,Knock,2021-02-05,2021-07-01,146.0,17,Solly March,209212,20.9
20/21,Ankle injury,2020-11-02,2020-11-20,18.0,1,Solly March,209212,2.6
20/21,Muscle injury,2020-07-06,2020-07-13,7.0,2,Solly March,209212,1.0
19/20,minor knock,2020-01-17,2020-01-19,2.0,1,Solly March,209212,0.3
19/20,Groin injury,2019-11-24,2020-01-10,47.0,9,Solly March,209212,6.7
19/20,Hamstring strain,2019-09-26,2019-10-04,8.0,1,Solly March,209212,1.1
19/20,Muscle injury,2019-09-19,2019-09-23,4.0,1,Solly March,209212,0.6
18/19,Ankle injury,2019-02-10,2019-02-25,15.0,1,Solly March,209212,2.1
17/18,Knee injury,2017-08-07,2017-08-11,4.0,-,Solly March,209212,0.6
24/25,Muscle injury,2025-01-31,2025-02-07,7.0,1,Carlos Baleba,973085,1.0
